City ID,City,Latitude,Longitude,Maximum Temperature,Humidity,Cloud Cover,Wind Speed,Country,Date
385,condega,13.37,-86.4,295.4,89,100,1.47,NI,1591236325
386,san-pedro,4.75,-6.64,298.69,89,69,1.85,CI,1591236325
387,zaigrayevo,51.83,108.27,284.15,76,40,1.0,RU,1591236325
388,pasinler,39.98,41.68,275.15,74,0,1.0,TR,1591236326
389,moron,-34.65,-58.62,285.37,91,100,2.17,AR,1591236133
390,bulancak,40.94,38.23,290.15,100,75,1.5,TR,1591236326
391,okhotsk,59.38,143.3,285.14,50,83,2.64,RU,1591236326
392,port alberni,49.24,-124.8,289.82,63,97,1.79,CA,1591236326
393,parrita,9.52,-84.32,293.15,100,90,1.5,CR,1591236326
394,tamiahua,21.27,-97.45,299.08,87,0,3.53,MX,1591236327
395,ribeira brava,32.65,-17.07,292.15,77,40,5.1,PT,1591236327
396,san javier,37.81,-0.84,299.26,77,0,2.1,ES,1591236306
397,byron bay,-28.65,153.62,290.93,72,75,6.2,AU,1591236001
398,lebedinyy,58.52,125.52,286.25,48,100,6.4,RU,1591236327
399,seoul,37.57,126.98,298.15,83,75,3.1,KR,1591236118
400,quirinopolis,-18.45,-50.45,293.06,66,40,1.09,BR,1591236327
401,avera,33.19,-82.53,299.15,74,1,2.1,US,1591236327
402,roma,43.21,-75.46,293.15,72,90,4.1,US,1591236327
403,port hardy,50.7,-127.42,285.15,87,90,1.5,CA,1591236327
404,nuuk,64.18,-51.72,279.15,100,100,1.0,GL,1591236328
405,fraga,41.52,0.35,289.26,100,75,5.7,ES,1591236328
406,bambous virieux,-20.34,57.76,295.15,56,40,5.1,MU,1591236328
407,saraipali,21.33,83.0,302.73,55,100,1.3,IN,1591236328
408,zhangye,38.93,100.45,299.87,15,3,4.0,CN,1591236328
409,amapa,1.0,-52.0,294.64,98,100,1.0,BR,1591236328
410,kampene,-3.6,26.67,292.59,73,47,0.41,CD,1591236328
411,great yarmouth,52.61,1.73,285.37,97,99,0.89,GB,1591236089
412,broken hill,-31.95,141.43,284.15,62,0,4.1,AU,1591236328
413,warmbad,-28.45,18.73,290.91,29,100,4.97,NA,1591236328
414,general roca,-39.03,-67.58,277.15,100,40,1.0,AR,1591236329
415,sandur,15.1,76.55,297.59,71,98,9.01,IN,1591236329
416,saint-augustin,51.23,-58.65,278.69,84,100,7.55,CA,1591236329
417,terrace,54.52,-128.6,286.15,54,75,7.7,CA,1591236329
418,marawi,8.0,124.29,302.59,72,63,3.58,PH,1591236329
419,ust-ishim,57.69,71.17,279.57,77,0,2.88,RU,1591236329
420,warrnambool,-38.38,142.48,285.37,74,0,1.49,AU,1591236329
421,coyaima,3.8,-75.19,296.82,87,100,0.6,CO,1591236329
422,bethanien,-26.5,17.16,288.65,33,100,2.49,NA,1591236329
423,meiganga,6.52,14.3,291.23,92,99,0.94,CM,1591236329
424,eenhana,-17.47,16.33,290.15,48,85,1.5,NA,1591236330
425,nurota,40.56,65.69,296.15,40,0,4.1,UZ,1591236330
426,casper,42.87,-106.31,297.15,22,1,5.7,US,1591236298
427,tabuk,17.42,121.44,303.78,65,0,1.55,PH,1591236330
428,tucuman,-26.82,-65.22,288.15,54,100,2.1,AR,1591236330
429,charlestown,-32.95,151.67,290.37,69,72,0.89,AU,1591236330
430,steinbach,50.17,8.57,292.04,87,100,1.5,DE,1591236330
431,molde,62.74,7.16,284.15,81,93,3.1,NO,1591236330
432,tual,-5.67,132.75,300.2,77,62,10.14,ID,1591236330
433,trelew,-43.25,-65.31,282.23,52,0,11.35,AR,1591236331
434,lavrentiya,65.58,-171.0,278.48,68,0,2.4,RU,1591236331
435,puerto del rosario,28.5,-13.86,296.15,78,2,2.1,ES,1591236331
436,asfi,32.3,-9.24,293.36,78,0,2.9,MA,1591236331
437,pozo colorado,-23.49,-58.8,287.84,98,100,1.58,PY,1591236331
438,puri,19.8,85.85,298.15,88,40,1.0,IN,1591236331
439,pangoa,-12.12,-73.0,292.13,97,76,1.0,PE,1591236331
440,rantepao,-2.97,119.9,299.08,61,12,1.89,ID,1591236331
441,lagunillas,10.13,-71.26,300.11,79,0,0.44,VE,1591236331
442,ahipara,-35.17,173.17,290.69,76,15,7.14,NZ,1591236331
443,sturgis,41.8,-85.42,295.15,77,1,0.94,US,1591236332
444,sydney,-33.87,151.21,289.26,58,75,8.2,AU,1591235806
445,nipawin,53.37,-104.0,286.15,76,90,10.3,CA,1591236332
446,srikakulam,18.3,83.9,304.44,64,100,4.15,IN,1591236332
447,bonthe,7.53,-12.51,300.14,83,100,2.35,SL,1591236332
448,santa maria,-29.68,-53.81,284.15,87,0,3.6,BR,1591236307
449,batagay,67.63,134.63,286.8,38,33,2.77,RU,1591236332
450,aykhal,66.0,111.5,289.15,48,75,3.0,RU,1591236332
451,baloda bazar,21.67,82.17,301.49,55,100,2.46,IN,1591236332
452,gizo,-8.1,156.84,303.07,68,12,3.7,SB,1591236333
453,lubartow,51.46,22.61,282.59,100,0,2.1,PL,1591236333
454,anadyr,64.75,177.48,286.15,58,100,5.0,RU,1591236333
455,yarkovo,57.4,67.08,280.15,69,0,3.38,RU,1591236333
456,vardo,70.37,31.11,279.25,82,55,2.1,NO,1591236333
457,kaihua,23.37,104.28,295.9,82,58,3.8,CN,1591236333
458,ashland,40.82,-82.27,297.15,57,75,2.76,US,1591236333
459,domoni,-12.26,44.53,298.59,79,69,6.52,KM,1591236333
460,constitucion,-35.33,-72.42,283.16,85,6,1.07,CL,1591236333
461,salina cruz,16.17,-95.2,301.06,78,100,3.04,MX,1591236334
462,ibra,22.69,58.53,305.27,26,0,1.41,OM,1591236334
463,kununurra,-15.77,128.73,297.15,20,0,6.2,AU,1591236334
464,peremyshlyany,49.67,24.56,278.15,100,90,2.14,UA,1591236334
465,tynda,55.17,124.72,290.95,43,35,1.44,RU,1591236334
466,sisimiut,66.94,-53.67,279.35,70,97,4.6,GL,1591236334
467,sechura,-5.56,-80.82,293.64,77,100,6.67,PE,1591236334
468,kamina,-8.74,24.99,290.37,64,0,1.34,CD,1591236334
469,coihaique,-45.58,-72.07,281.15,33,47,3.6,CL,1591236334
470,hanzhong,33.07,107.03,300.28,43,95,0.65,CN,1591236335
471,marsh harbour,26.54,-77.06,299.03,82,100,6.98,BS,1591236313
472,nuevitas,21.55,-77.26,300.15,94,98,3.6,CU,1591236335
473,matagami,49.75,-77.63,285.15,81,90,4.1,CA,1591236335
474,sitka,57.05,-135.33,284.15,76,75,5.1,US,1591236335
475,sambava,-14.27,50.17,296.36,89,92,5.63,MG,1591236335
476,nadym,65.53,72.52,281.72,54,7,6.84,RU,1591236335
477,nelson bay,-32.72,152.15,289.15,55,75,6.2,AU,1591236335
478,ayia marina,37.75,23.53,292.04,80,0,0.89,GR,1591236335
479,dzilam gonzalez,21.28,-88.93,299.82,98,100,5.03,MX,1591236336
480,auki,-8.77,160.7,303.8,63,68,1.02,SB,1591236336
481,khani,41.96,42.96,287.15,93,40,1.0,GE,1591236336
482,qeshm,26.96,56.27,302.15,89,20,2.1,IR,1591236336
483,huainan,32.63,117.0,305.31,43,100,2.84,CN,1591236336
484,kalmunai,7.42,81.82,300.35,68,1,2.14,LK,1591236336
485,asheville,35.6,-82.55,296.15,83,1,0.1,US,1591236097
486,mto wa mbu,-3.35,35.85,291.24,83,87,1.75,TZ,1591236336
487,biak,-0.91,122.88,299.27,78,98,3.0,ID,1591236336
488,waipawa,-41.41,175.52,288.15,76,100,0.89,NZ,1591236336
489,asosa,10.07,34.53,290.52,93,61,2.05,ET,1591236336
490,gladstone,-23.85,151.25,295.15,46,66,6.7,AU,1591236337
491,sur,22.57,59.53,305.31,47,0,0.52,OM,1591236337
492,de-kastri,51.47,140.78,283.69,84,98,1.6,RU,1591236337
493,necochea,-38.55,-58.74,277.59,90,0,2.24,AR,1591236337
494,cuamba,-14.8,36.54,288.2,94,85,1.13,MZ,1591236337
495,vao,-22.67,167.48,295.24,84,47,7.97,NC,1591236337
496,quelimane,-17.88,36.89,293.47,82,79,1.23,MZ,1591236337
497,el sauce,12.89,-86.54,297.35,89,100,0.45,NI,1591236337
498,vila,42.03,-8.16,289.26,93,90,3.1,PT,1591236337
499,kalaiya,27.03,85.0,305.54,38,100,2.85,NP,1591236338
500,ballina,-28.87,153.57,290.93,72,75,6.2,AU,1591236338
501,hagi,34.4,131.42,297.59,73,75,5.1,JP,1591236338
502,zhireken,52.82,117.31,293.81,40,25,1.06,RU,1591236338
503,kysyl-syr,63.9,122.76,294.65,34,0,3.24,RU,1591236338
504,bambanglipuro,-7.95,110.28,302.28,70,28,6.31,ID,1591236338
505,xintai,35.9,117.75,306.98,20,0,3.95,CN,1591236338
506,mujiayingzi,42.12,118.78,292.34,36,0,4.99,CN,1591236338
507,riyadh,24.69,46.72,303.15,19,0,3.1,SA,1591236170
508,touros,-5.2,-35.46,297.15,94,20,1.0,BR,1591236339
509,yekaterinoslavka,50.37,129.11,290.41,65,79,2.02,RU,1591236339
510,sao joao do piaui,-8.36,-42.25,296.91,78,0,1.39,BR,1591236339
511,katherine,-14.47,132.27,298.15,17,0,7.2,AU,1591236339
512,maxixe,-23.86,35.35,291.22,80,0,1.51,MZ,1591236339
513,olinda,-8.01,-34.86,299.15,94,40,2.6,BR,1591236339
514,moussoro,13.64,16.49,303.03,38,50,4.52,TD,1591236339
515,pochutla,15.74,-96.47,298.53,85,100,2.52,MX,1591236339
516,eidsvoll,60.33,11.26,287.15,50,100,2.1,NO,1591236339
517,lai,9.4,16.3,300.99,63,93,2.68,TD,1591236339
518,ceres,37.59,-120.96,311.15,16,1,4.6,US,1591236340
519,yenagoa,4.92,6.26,297.68,96,100,0.73,NG,1591236340
520,usinsk,65.99,57.53,285.36,54,0,3.81,RU,1591236340
521,laguna,38.42,-121.42,311.15,16,1,3.1,US,1591236054
522,egvekinot,66.32,-179.17,283.82,47,0,2.43,RU,1591236340
523,kahului,20.89,-156.47,304.15,48,40,9.3,US,1591236125
524,paamiut,61.99,-49.67,279.33,98,100,5.12,GL,1591236340
525,sibolga,1.74,98.78,298.95,81,95,1.65,ID,1591236340
526,pangnirtung,66.15,-65.71,272.27,90,45,2.43,CA,1591236340
527,praia da vitoria,38.73,-27.07,290.15,88,75,8.56,PT,1591236340
528,wajima,37.4,136.9,299.15,54,20,2.6,JP,1591236341
529,bom jesus,-9.07,-44.36,296.27,84,16,0.5,BR,1591236341
530,qorveh,35.17,47.8,287.23,37,0,2.38,IR,1591236341
531,kyshtovka,56.55,76.63,281.82,63,65,3.51,RU,1591236341
532,baherden,38.44,57.43,306.34,17,0,2.3,TM,1591236341
533,concordia,-31.39,-58.02,283.71,80,0,1.79,AR,1591236341
534,gioia tauro,38.42,15.9,292.59,69,51,1.34,IT,1591236341
535,yunyang,33.45,112.71,303.99,39,77,3.72,CN,1591236341
536,pandamatenga,-18.53,25.63,284.09,66,0,2.48,BW,1591236341
537,mount isa,-20.73,139.5,294.15,26,98,4.6,AU,1591236342
538,ust-nera,64.57,143.2,286.98,47,97,2.52,RU,1591236342
539,shingu,33.73,135.98,297.15,78,75,1.5,JP,1591236342
540,gondar,12.6,37.47,289.93,63,81,0.61,ET,1591236342
541,vredendal,-31.67,18.5,289.3,35,93,2.59,ZA,1591236342
542,saint-pierre,-21.34,55.48,291.15,63,0,5.1,RE,1591236342
543,buta,2.79,24.73,293.76,96,100,0.88,CD,1591236342
544,srandakan,-7.94,110.25,302.32,70,2,5.89,ID,1591236342
545,bonavista,48.65,-53.11,279.26,87,59,2.68,CA,1591236342
546,delhi,28.67,77.22,305.37,65,75,2.92,IN,1591235888
547,yokadouma,3.52,15.05,293.87,97,91,0.76,CM,1591236342
548,kapoeta,4.77,33.59,298.12,68,77,0.6,SS,1591236343
549,lubumbashi,-11.66,27.48,285.13,86,0,1.76,CD,1591236343
550,zyryanka,65.75,150.85,291.06,32,23,2.73,RU,1591236343
551,westport,41.14,-73.36,292.15,88,90,3.1,US,1591236343
552,mimongo,-1.62,11.61,294.6,95,100,2.0,GA,1591236343
553,lufilufi,-13.87,-171.6,303.15,84,12,9.79,WS,1591236343
554,tucuma,-0.18,-50.05,298.32,86,16,3.53,BR,1591236343
555,kidal,18.44,1.41,305.66,26,8,5.37,ML,1591236343
556,inverell,-29.78,151.12,292.59,49,0,1.34,AU,1591236344
557,pestovo,58.59,35.8,284.61,96,100,4.63,RU,1591236344
558,kropotkin,45.44,40.58,284.43,94,0,1.62,RU,1591236344
559,vanimo,-2.67,141.3,303.94,63,82,2.29,PG,1591236344
560,ondjiva,-17.07,15.73,289.66,35,92,1.68,AO,1591236344
561,hailey,43.52,-114.32,292.23,46,79,3.54,US,1591236114
562,gat,31.61,34.76,292.04,68,0,0.45,IL,1591236058
563,teya,60.38,92.63,281.8,89,100,2.48,RU,1591236344
564,sayyan,15.17,44.32,288.67,82,100,2.59,YE,1591236344
565,san cristobal,7.77,-72.22,292.53,88,72,0.91,VE,1591236344
566,jiuquan,39.74,98.52,299.89,16,0,4.01,CN,1591236344
567,esperantinopolis,-4.87,-44.71,296.55,94,10,0.87,BR,1591236345
568,bunia,1.57,30.25,291.08,93,100,0.71,CD,1591236345
569,thinadhoo,0.53,72.93,302.13,68,40,3.87,MV,1591236345
570,cockburn town,21.46,-71.14,300.92,79,58,9.0,TC,1591236345
571,guerrero negro,27.98,-114.06,294.77,63,0,6.68,MX,1591236345
572,atar,20.52,-13.05,305.83,25,100,2.24,MR,1591236345
573,sept-iles,50.2,-66.38,279.82,93,90,2.1,CA,1591236345
574,callander,56.24,-4.22,282.15,87,20,1.0,GB,1591236345
575,marzuq,14.4,46.47,294.83,76,95,5.48,YE,1591236345
576,filingue,14.35,3.32,308.43,27,1,3.76,NE,1591236345
577,leshukonskoye,64.9,45.76,285.27,57,0,1.58,RU,1591236346
578,port moresby,-9.44,147.18,302.15,83,90,3.6,PG,1591236346
579,abeche,13.83,20.83,300.38,30,43,4.16,TD,1591236346
580,pinheiro machado,-31.58,-53.38,283.71,93,42,2.92,BR,1591236346
581,launceston,-41.45,147.17,282.04,65,51,2.1,AU,1591236346
582,salekhard,66.53,66.6,283.93,52,81,2.79,RU,1591236285
